pokemon,pokemonb,avg_moves,pokemon_wins,pokemonb_wins,ties
drowzee,golbat,5.636,5,995,0
gloom,golbat,4.961,0,1000,0
golbat,magneton,10.349,744,256,0
golbat,venonat,4.862,1000,0,0
dratini,golbat,5.112,0,1000,0
golbat,scyther,9.338,409,591,0
golbat,golduck,10.243,56,944,0
golbat,vaporeon,13.787,171,829,0
caterpie,golbat,3.593,0,1000,0
beedrill,golbat,4.293,16,984,0
golbat,marowak,15.611,954,46,0
golbat,rhyhorn,14.023,2,998,0
gengar,golbat,6.222,364,636,0
golbat,seadra,9.35,187,813,0
flareon,golbat,11.502,348,652,0
golbat,staryu,4.62,1000,0,0
golbat,sandshrew,10.394,997,3,0
golbat,omanyte,10.599,768,232,0
golbat,horsea,5.532,995,5,0
butterfree,golbat,6.417,337,663,0
diglett,golbat,1.487,0,1000,0
golbat,tentacruel,9.942,941,59,0
ekans,golbat,3.547,0,1000,0
exeggutor,golbat,8.364,65,935,0
golbat,rapidash,12.155,403,597,0
golbat,muk,14.396,990,10,0
golbat,jigglypuff,6.406,1000,0,0
golbat,tangela,9.889,1000,0,0
bellsprout,golbat,2.672,0,1000,0
golbat,onix,16.753,913,87,0
electabuzz,sandslash,12.539,0,1000,0
charizard,electabuzz,6.511,110,890,0
electabuzz,ivysaur,10.219,76,924,0
electabuzz,poliwrath,7.554,739,261,0
electabuzz,mr-mime,6.767,988,12,0
electabuzz,omastar,5.896,800,200,0
electabuzz,kadabra,4.029,918,82,0
electabuzz,shellder,2.674,1000,0,0
electabuzz,jolteon,13.063,214,786,0
electabuzz,venomoth,8.556,801,199,0
electabuzz,weepinbell,9.192,491,509,0
electabuzz,goldeen,3.312,998,2,0
electabuzz,exeggcute,10.066,447,553,0
electabuzz,meowth,3.42,1000,0,0
electabuzz,electrode,10.232,182,818,0
electabuzz,wigglytuff,7.59,53,947,0
electabuzz,kangaskhan,7.466,19,981,0
eevee,electabuzz,6.353,12,988,0
chansey,electabuzz,7.629,0,1000,0
electabuzz,grimer,7.823,1000,0,0
electabuzz,growlithe,5.424,996,4,0
electabuzz,kabutops,5.352,858,142,0
electabuzz,krabby,2.406,948,52,0
charmander,electabuzz,4.074,0,1000,0
electabuzz,farfetchd,3.448,907,93,0
electabuzz,pidgeot,6.304,997,3,0
electabuzz,koffing,4.58,832,168,0
electabuzz,vileplume,7.157,0,1000,0
electabuzz,rhydon,7.162,0,1000,0
electabuzz,machamp,7.386,93,907,0
cubone,electabuzz,7.602,1000,0,0
arcanine,electabuzz,8.524,887,113,0
articuno,electabuzz,7.499,627,373,0
electabuzz,weedle,2.936,1000,0,0
electabuzz,nidoqueen,13.672,0,1000,0
electabuzz,weezing,6.408,243,757,0
electabuzz,zapdos,11.624,334,666,0
electabuzz,machop,5.645,926,74,0
electabuzz,hypno,11.864,308,692,0
electabuzz,poliwhirl,4.148,998,2,0
electabuzz,zubat,2.525,1000,0,0
clefable,electabuzz,11.638,661,339,0
electabuzz,magnemite,3.53,1000,0,0
electabuzz,golem,3.696,0,1000,0
electabuzz,venusaur,8.104,0,1000,0
electabuzz,voltorb,7.48,967,33,0
electabuzz,magikarp,2.042,1000,0,0
electabuzz,machoke,8.101,465,535,0
electabuzz,pikachu,5.722,1000,0,0
electabuzz,lickitung,11.432,633,367,0
electabuzz,gyarados,4.826,976,24,0
electabuzz,persian,7.081,670,330,0
electabuzz,oddish,8.641,638,362,0
electabuzz,pidgey,2.23,1000,0,0
electabuzz,pinsir,7.169,277,723,0
electabuzz,raticate,6.927,884,116,0
dewgong,electabuzz,7.525,165,835,0
electabuzz,nidorina,8.049,1000,0,0
electabuzz,psyduck,3.311,1000,0,0
bulbasaur,electabuzz,8.784,129,871,0
electabuzz,ninetales,11.692,942,58,0
electabuzz,lapras,8.246,262,738,0
electabuzz,haunter,5.424,975,25,0
charmeleon,electabuzz,6.937,31,969,0
blastoise,electabuzz,7.415,270,730,0
electabuzz,mew,8.497,8,992,0
electabuzz,slowbro,7.751,720,280,0
electabuzz,tauros,7.119,168,832,0
electabuzz,graveler,4.522,0,1000,0
electabuzz,seel,4.707,1000,0,0
dragonite,electabuzz,10.107,851,149,0
electabuzz,kabuto,2.701,999,1,0
electabuzz,raichu,13.554,1000,0,0
electabuzz,mewtwo,6.56,1,999,0
electabuzz,poliwag,2.537,1000,0,0
electabuzz,snorlax,4.98,0,1000,0
dugtrio,electabuzz,4.184,997,3,0
electabuzz,nidoking,9.783,0,1000,0
dodrio,electabuzz,4.316,32,968,0
electabuzz,gastly,2.813,998,2,0
electabuzz,kingler,3.435,647,353,0
electabuzz,vulpix,4.181,1000,0,0
electabuzz,victreebel,9.88,45,955,0
electabuzz,slowpoke,4.83,1000,0,0
alakazam,electabuzz,5.706,605,395,0
electabuzz,nidoran-f,5.185,1000,0,0
electabuzz,fearow,4.595,971,29,0
electabuzz,spearow,2.135,1000,0,0
electabuzz,ponyta,5.968,977,23,0
electabuzz,tentacool,3.285,1000,0,0
electabuzz,paras,6.86,939,61,0
doduo,electabuzz,2.113,0,1000,0
electabuzz,primeape,6.743,434,566,0
arbok,electabuzz,8.636,15,985,0
electabuzz,parasect,8.058,7,993,0
electabuzz,hitmonlee,4.081,112,888,0
cloyster,electabuzz,4.227,64,936,0
electabuzz,squirtle,3.532,1000,0,0
electabuzz,magmar,7.658,535,465,0
electabuzz,wartortle,5.159,988,12,0
electabuzz,geodude,5.398,0,1000,0
electabuzz,seaking,6.037,894,106,0
electabuzz,nidoran-m,4.082,1000,0,0
electabuzz,rattata,2.643,1000,0,0
electabuzz,moltres,6.438,563,437,0
electabuzz,hitmonchan,7.925,699,301,0
clefairy,electabuzz,7.704,0,1000,0
electabuzz,pidgeotto,3.752,1000,0,0
electabuzz,jynx,7.113,863,137,0
electabuzz,mankey,3.664,990,10,0
electabuzz,starmie,5.478,999,1,0
drowzee,electabuzz,7.6,0,1000,0
electabuzz,gloom,9.44,81,919,0
electabuzz,magneton,7.66,999,1,0
electabuzz,venonat,6.347,997,3,0
dratini,electabuzz,7.026,2,998,0
electabuzz,scyther,5.291,728,272,0
electabuzz,golduck,6.407,832,168,0
electabuzz,vaporeon,8.808,627,373,0
caterpie,electabuzz,3.124,0,1000,0
beedrill,electabuzz,6.719,285,715,0
electabuzz,marowak,5.612,0,1000,0
electabuzz,rhyhorn,10.627,0,1000,0
electabuzz,gengar,8.335,838,162,0
electabuzz,seadra,3.912,944,56,0
electabuzz,flareon,9.06,667,333,0
electabuzz,staryu,2.5,1000,0,0
electabuzz,sandshrew,18.447,2,998,0
electabuzz,omanyte,3.498,995,5,0
electabuzz,horsea,2.111,1000,0,0
butterfree,electabuzz,4.584,0,1000,0
diglett,electabuzz,4.426,455,545,0
electabuzz,tentacruel,7.286,955,45,0
ekans,electabuzz,3.789,0,1000,0
electabuzz,exeggutor,9.475,0,1000,0
electabuzz,rapidash,8.556,668,332,0
electabuzz,muk,13.925,268,732,0
electabuzz,jigglypuff,5.541,984,16,0
electabuzz,tangela,12.917,988,12,0
bellsprout,electabuzz,5.959,16,984,0
electabuzz,onix,26.736,0,1000,0
charizard,sandslash,11.982,811,189,0
ivysaur,sandslash,6.679,833,167,0
poliwrath,sandslash,11.867,992,8,0
mr-mime,sandslash,8.593,126,874,0
omastar,sandslash,5.651,1000,0,0
kadabra,sandslash,3.832,362,638,0
sandslash,shellder,7.077,957,43,0
jolteon,sandslash,12.766,0,1000,0
sandslash,venomoth,11.582,555,445,0
sandslash,weepinbell,9.421,696,304,0
goldeen,sandslash,8.466,30,970,0
exeggcute,sandslash,6.745,875,125,0
meowth,sandslash,5.054,0,1000,0
electrode,sandslash,12.198,212,788,0
sandslash,wigglytuff,14.244,134,866,0
kangaskhan,sandslash,14.867,955,45,0
eevee,sandslash,9.557,3,997,0
chansey,sandslash,5.685,0,1000,0
grimer,sandslash,13.808,0,1000,0
growlithe,sandslash,8.4,105,895,0
kabutops,sandslash,8.941,1000,0,0
krabby,sandslash,5.899,315,685,0
charmander,sandslash,6.032,7,993,0
farfetchd,sandslash,9.363,169,831,0
pidgeot,sandslash,15.663,681,319,0
koffing,sandslash,10.481,109,891,0
sandslash,vileplume,3.56,6,994,0
rhydon,sandslash,14.068,1000,0,0
machamp,sandslash,13.504,919,81,0
cubone,sandslash,13.804,46,954,0
arcanine,sandslash,11.665,986,14,0
articuno,sandslash,4.45,1000,0,0
sandslash,weedle,4.151,1000,0,0
nidoqueen,sandslash,22.983,310,690,0
sandslash,weezing,12.86,110,890,0
sandslash,zapdos,22.055,827,173,0
machop,sandslash,10.687,33,967,0
hypno,sandslash,12.905,772,228,0
poliwhirl,sandslash,8.649,749,251,0
sandslash,zubat,5.444,1000,0,0
clefable,sandslash,20.218,207,635,158
magnemite,sandslash,5.756,0,1000,0
golem,sandslash,9.286,1000,0,0
sandslash,venusaur,5.771,4,996,0
sandslash,voltorb,6.848,1000,0,0
magikarp,sandslash,3.413,0,1000,0
machoke,sandslash,14.173,490,510,0
pikachu,sandslash,5.196,0,1000,0
lickitung,sandslash,20.152,124,876,0
gyarados,sandslash,8.711,982,18,0
persian,sandslash,11.946,133,867,0
oddish,sandslash,5.222,751,249,0
pidgey,sandslash,5.658,0,1000,0
pinsir,sandslash,13.302,750,250,0
raticate,sandslash,10.823,15,985,0
dewgong,sandslash,7.687,993,7,0
nidorina,sandslash,15.162,6,994,0
psyduck,sandslash,6.919,328,672,0
bulbasaur,sandslash,6.415,444,556,0
ninetales,sandslash,15.661,440,560,0
lapras,sandslash,4.906,1000,0,0
haunter,sandslash,15.122,1000,0,0
charmeleon,sandslash,10.312,216,784,0
blastoise,sandslash,8.142,985,15,0
mew,sandslash,10.66,1000,0,0
sandslash,slowbro,8.218,0,1000,0
sandslash,tauros,14.282,161,839,0
graveler,sandslash,11.318,1000,0,0
sandslash,seel,11.223,715,285,0
dragonite,sandslash,12.882,942,58,0
kabuto,sandslash,10.101,886,114,0
raichu,sandslash,11.532,0,1000,0
mewtwo,sandslash,5.13,1000,0,0
poliwag,sandslash,5.545,83,917,0
sandslash,snorlax,7.585,0,1000,0
dugtrio,sandslash,6.438,88,912,0
nidoking,sandslash,17.518,481,519,0
dodrio,sandslash,11.031,470,530,0
gastly,sandslash,17.75,1000,0,0
kingler,sandslash,6.629,964,36,0
sandslash,vulpix,5.931,998,2,0
sandslash,victreebel,10.914,256,744,0
sandslash,slowpoke,14.794,502,498,0
alakazam,sandslash,4.889,881,119,0
nidoran-f,sandslash,9.679,0,1000,0
fearow,sandslash,11.989,361,639,0
sandslash,spearow,4.497,1000,0,0
ponyta,sandslash,9.36,19,981,0
sandslash,tentacool,5.499,880,120,0
paras,sandslash,5.445,0,1000,0
doduo,sandslash,5.489,0,1000,0
primeape,sandslash,11.343,348,652,0
arbok,sandslash,13.605,1,999,0
parasect,sandslash,11.358,101,899,0
hitmonlee,sandslash,7.337,542,458,0
cloyster,sandslash,7.698,994,6,0
sandslash,squirtle,8.074,656,344,0
magmar,sandslash,9.444,661,339,0
sandslash,wartortle,9.598,281,719,0
geodude,sandslash,13.533,915,85,0
sandslash,seaking,12.405,348,652,0
nidoran-m,sandslash,6.686,0,1000,0
rattata,sandslash,3.999,0,1000,0
moltres,sandslash,8.524,998,2,0
hitmonchan,sandslash,12.061,210,790,0
clefairy,sandslash,11.546,0,1000,0
pidgeotto,sandslash,11.64,3,997,0
jynx,sandslash,6.567,354,646,0
mankey,sandslash,5.166,1,999,0
sandslash,starmie,9.09,136,864,0
drowzee,sandslash,9.524,29,971,0
gloom,sandslash,4.832,971,29,0
magneton,sandslash,13.707,54,946,0
sandslash,venonat,10.132,998,2,0
dratini,sandslash,6.502,4,996,0
sandslash,scyther,13.79,519,481,0
golduck,sandslash,7.643,941,59,0
sandslash,vaporeon,8.485,49,951,0
caterpie,sandslash,4.727,0,1000,0
beedrill,sandslash,8.952,118,882,0
marowak,sandslash,15.426,740,260,0
rhyhorn,sandslash,20.321,1000,0,0
gengar,sandslash,13.386,1000,0,0
sandslash,seadra,4.275,0,1000,0
flareon,sandslash,11.297,404,596,0
sandslash,staryu,5.102,667,333,0
sandshrew,sandslash,11.542,0,1000,0
omanyte,sandslash,8.049,989,11,0
horsea,sandslash,4.527,550,450,0
butterfree,sandslash,9.03,149,851,0
diglett,sandslash,2.328,0,1000,0
sandslash,tentacruel,11.803,342,658,0
ekans,sandslash,6.198,0,1000,0
exeggutor,sandslash,19.176,527,473,0
rapidash,sandslash,12.235,390,610,0
muk,sandslash,22.365,552,448,0
jigglypuff,sandslash,8.503,2,998,0
sandslash,tangela,16.301,869,131,0
bellsprout,sandslash,6.176,12,988,0
onix,sandslash,40.832,84,916,0
charizard,ivysaur,7.088,1000,0,0
charizard,poliwrath,12.716,0,1000,0
charizard,mr-mime,8.604,994,6,0
charizard,omastar,7.97,0,1000,0
charizard,kadabra,5.068,898,102,0
charizard,shellder,5.401,995,5,0
charizard,jolteon,9.014,489,511,0
charizard,venomoth,7.763,997,3,0
charizard,weepinbell,5.287,1000,0,0
charizard,goldeen,8.684,832,168,0
charizard,exeggcute,5.679,1000,0,0
charizard,meowth,4.317,1000,0,0
charizard,electrode,10.366,746,254,0
charizard,wigglytuff,13.133,392,608,0
charizard,kangaskhan,11.509,81,919,0
charizard,eevee,7.832,1000,0,0
chansey,charizard,11.199,6,994,0
charizard,grimer,9.909,1000,0,0
charizard,growlithe,9.729,999,1,0
charizard,kabutops,10.956,0,1000,0
charizard,krabby,3.973,603,397,0
charizard,charmander,7.157,1000,0,0
charizard,farfetchd,7.098,752,248,0
charizard,pidgeot,13.128,730,270,0
charizard,koffing,5.979,936,64,0
charizard,vileplume,9.751,946,54,0
charizard,rhydon,10.617,4,996,0
charizard,machamp,15.745,674,326,0
charizard,cubone,8.038,1000,0,0
arcanine,charizard,15.236,935,65,0
articuno,charizard,5.394,974,26,0
charizard,weedle,2.839,1000,0,0
charizard,nidoqueen,16.455,687,313,0
charizard,weezing,8.927,322,678,0
charizard,zapdos,5.104,1,999,0
charizard,machop,7.268,1000,0,0
charizard,hypno,15.395,405,595,0
charizard,poliwhirl,10.939,455,545,0
charizard,zubat,4.237,1000,0,0
charizard,clefable,17.216,798,145,57
charizard,magnemite,4.291,1000,0,0
charizard,golem,6.461,1,999,0
charizard,venusaur,10.934,1000,0,0
charizard,voltorb,5.595,1000,0,0
charizard,magikarp,2.975,1000,0,0
charizard,machoke,12.512,972,28,0
charizard,pikachu,4.499,991,9,0
charizard,lickitung,15.392,825,175,0
charizard,gyarados,11.547,6,994,0
charizard,persian,9.541,846,154,0
charizard,oddish,4.786,1000,0,0
charizard,pidgey,4.279,1000,0,0
charizard,pinsir,7.188,807,193,0
charizard,raticate,8.696,979,21,0
charizard,dewgong,9.399,33,967,0
charizard,nidorina,10.156,1000,0,0
charizard,psyduck,8.351,766,234,0
bulbasaur,charizard,4.562,0,1000,0
charizard,ninetales,22.617,952,48,0
charizard,lapras,6.459,0,1000,0
charizard,haunter,10.216,825,175,0
charizard,charmeleon,12.862,991,9,0
blastoise,charizard,9.608,998,2,0
charizard,mew,11.592,21,979,0
charizard,slowbro,11.116,0,1000,0
charizard,tauros,10.162,302,698,0
charizard,graveler,7.261,115,885,0
charizard,seel,13.855,728,272,0
charizard,dragonite,14.314,12,988,0
charizard,kabuto,11.974,435,565,0
charizard,raichu,7.684,314,686,0
charizard,mewtwo,7.682,1,999,0
charizard,poliwag,6.191,981,19,0
charizard,snorlax,7.332,0,1000,0
charizard,dugtrio,5.579,1000,0,0
charizard,nidoking,12.487,547,453,0
charizard,dodrio,8.612,728,272,0
charizard,gastly,6.107,969,31,0
charizard,kingler,5.986,111,889,0
charizard,vulpix,7.392,1000,0,0
charizard,victreebel,8.343,1000,0,0
charizard,slowpoke,15.39,795,205,0
alakazam,charizard,6.797,671,329,0
charizard,nidoran-f,6.561,1000,0,0
charizard,fearow,8.59,610,390,0
charizard,spearow,3.842,1000,0,0
charizard,ponyta,10.804,988,12,0
charizard,tentacool,8.566,938,62,0
charizard,paras,3.286,1000,0,0
charizard,doduo,4.074,998,2,0
charizard,primeape,9.855,777,223,0
arbok,charizard,10.819,0,1000,0
charizard,parasect,5.257,998,2,0
charizard,hitmonlee,8.641,668,332,0
charizard,cloyster,6.747,582,418,0
charizard,squirtle,9.664,847,153,0
charizard,magmar,15.385,877,123,0
charizard,wartortle,11.565,245,755,0
charizard,geodude,6.749,505,495,0
charizard,seaking,10.586,66,934,0
charizard,nidoran-m,5.066,1000,0,0
charizard,rattata,3.262,1000,0,0
charizard,moltres,8.769,7,993,0
charizard,hitmonchan,9.576,561,439,0
charizard,clefairy,9.78,1000,0,0
charizard,pidgeotto,8.285,1000,0,0
charizard,jynx,6.294,804,196,0
charizard,mankey,4.612,1000,0,0
charizard,starmie,12.296,204,796,0
charizard,drowzee,9.59,1000,0,0
charizard,gloom,7.09,1000,0,0
charizard,magneton,9.085,912,88,0
charizard,venonat,5.46,1000,0,0
charizard,dratini,7.509,1000,0,0
charizard,scyther,8.052,829,171,0
charizard,golduck,9.674,40,960,0
charizard,vaporeon,10.227,4,996,0
caterpie,charizard,3.2,0,1000,0
beedrill,charizard,6.704,0,1000,0
charizard,marowak,12.617,992,8,0
charizard,rhyhorn,14.125,555,445,0
charizard,gengar,13.509,548,452,0
charizard,seadra,5.929,54,946,0
charizard,flareon,16.557,664,336,0
charizard,staryu,6.063,867,133,0
charizard,sandshrew,5.677,1000,0,0
charizard,omanyte,9.533,47,953,0
charizard,horsea,4.575,844,156,0
butterfree,charizard,6.496,0,1000,0
charizard,diglett,1.72,1000,0,0
charizard,tentacruel,14.543,240,760,0
charizard,ekans,4.913,1000,0,0
charizard,exeggutor,10.533,789,211,0
charizard,rapidash,15.889,662,338,0
charizard,muk,18.23,388,612,0
charizard,jigglypuff,7.128,996,4,0
charizard,tangela,5.888,1000,0,0
bellsprout,charizard,3.523,0,1000,0
charizard,onix,10.924,784,216,0
ivysaur,poliwrath,8.917,716,284,0
ivysaur,mr-mime,6.399,525,475,0
ivysaur,omastar,4.819,967,33,0
ivysaur,kadabra,3.109,365,635,0
ivysaur,shellder,4.02,999,1,0
ivysaur,jolteon,7.895,511,489,0
ivysaur,venomoth,5.218,0,1000,0
ivysaur,weepinbell,18.379,233,767,0
goldeen,ivysaur,4.098,0,1000,0
exeggcute,ivysaur,15.325,100,900,0
ivysaur,meowth,4.07,998,2,0
electrode,ivysaur,8.605,480,520,0
ivysaur,wigglytuff,7.081,6,994,0
ivysaur,kangaskhan,7.661,14,986,0
eevee,ivysaur,7.383,39,961,0
chansey,ivysaur,6.522,0,1000,0
grimer,ivysaur,16.462,359,641,0
growlithe,ivysaur,7.371,905,95,0
ivysaur,kabutops,3.934,971,29,0
ivysaur,krabby,3.725,985,15,0
charmander,ivysaur,7.632,297,703,0
farfetchd,ivysaur,5.535,998,2,0
ivysaur,pidgeot,6.532,0,1000,0
ivysaur,koffing,7.879,347,653,0
ivysaur,vileplume,13.831,0,1000,0
ivysaur,rhydon,4.762,639,361,0
ivysaur,machamp,12.412,259,741,0
cubone,ivysaur,5.02,37,963,0
arcanine,ivysaur,6.01,1000,0,0
articuno,ivysaur,3.839,1000,0,0
ivysaur,weedle,8.515,1000,0,0
ivysaur,nidoqueen,12.916,181,819,0
ivysaur,weezing,6.758,2,998,0
ivysaur,zapdos,6.239,0,1000,0
ivysaur,machop,7.627,989,11,0
hypno,ivysaur,7.874,982,18,0
ivysaur,poliwhirl,5.144,994,6,0
ivysaur,zubat,6.966,87,913,0
clefable,ivysaur,11.245,939,61,0
ivysaur,magnemite,4.335,1000,0,0
golem,ivysaur,3.322,556,444,0
ivysaur,venusaur,23.169,0,1000,0
ivysaur,voltorb,5.316,989,11,0
ivysaur,magikarp,2.175,1000,0,0
ivysaur,machoke,11.335,811,189,0
ivysaur,pikachu,4.047,1000,0,0
ivysaur,lickitung,12.518,414,586,0
gyarados,ivysaur,12.779,861,139,0
ivysaur,persian,7.852,442,558,0
ivysaur,oddish,19.614,967,33,0
ivysaur,pidgey,6.805,879,121,0
ivysaur,pinsir,7.626,0,1000,0
ivysaur,raticate,7.813,765,235,0
dewgong,ivysaur,6.193,727,273,0
ivysaur,nidorina,17.234,656,344,0
ivysaur,psyduck,3.66,1000,0,0
bulbasaur,ivysaur,18.635,0,1000,0
ivysaur,ninetales,10.262,0,1000,0
ivysaur,lapras,7.69,154,846,0
haunter,ivysaur,8.346,685,315,0
charmeleon,ivysaur,8.722,903,97,0
blastoise,ivysaur,8.914,240,760,0
ivysaur,mew,6.262,0,1000,0
ivysaur,slowbro,6.171,249,751,0
ivysaur,tauros,7.439,73,927,0
graveler,ivysaur,3.39,347,653,0
ivysaur,seel,5.22,983,17,0
dragonite,ivysaur,10.362,1000,0,0
ivysaur,kabuto,2.923,1000,0,0
ivysaur,raichu,8.69,1000,0,0
ivysaur,mewtwo,3.543,0,1000,0
ivysaur,poliwag,2.995,1000,0,0
ivysaur,snorlax,4.846,0,1000,0
dugtrio,ivysaur,2.758,104,896,0
ivysaur,nidoking,9.559,174,826,0
dodrio,ivysaur,5.73,996,4,0
gastly,ivysaur,5.24,236,764,0
ivysaur,kingler,4.859,719,281,0
ivysaur,vulpix,7.487,759,241,0
ivysaur,victreebel,17.186,0,1000,0
ivysaur,slowpoke,6.025,899,101,0
alakazam,ivysaur,3.208,999,1,0
ivysaur,nidoran-f,11.046,998,2,0
fearow,ivysaur,4.749,1000,0,0
ivysaur,spearow,5.027,645,355,0
ivysaur,ponyta,9.082,87,913,0
ivysaur,tentacool,5.081,1000,0,0
ivysaur,paras,5.145,45,955,0
doduo,ivysaur,5.539,443,557,0
ivysaur,primeape,7.878,394,606,0
arbok,ivysaur,16.56,550,450,0
ivysaur,parasect,4.976,0,1000,0
hitmonlee,ivysaur,6.438,602,398,0
cloyster,ivysaur,4.856,350,650,0
ivysaur,squirtle,4.029,1000,0,0
ivysaur,magmar,4.778,0,1000,0
ivysaur,wartortle,5.802,986,14,0
geodude,ivysaur,2.825,148,852,0
ivysaur,seaking,6.84,839,161,0
ivysaur,nidoran-m,8.327,1000,0,0
ivysaur,rattata,3.377,1000,0,0
ivysaur,moltres,3.774,0,1000,0
hitmonchan,ivysaur,6.89,731,269,0
clefairy,ivysaur,9.089,0,1000,0
ivysaur,pidgeotto,8.621,59,941,0
ivysaur,jynx,6.189,545,455,0
ivysaur,mankey,4.2,996,4,0
ivysaur,starmie,6.437,1000,0,0
drowzee,ivysaur,7.938,156,844,0
gloom,ivysaur,24.671,884,116,0
ivysaur,magneton,9.225,990,10,0
ivysaur,venonat,6.925,0,1000,0
dratini,ivysaur,8.695,6,994,0
ivysaur,scyther,7.851,0,1000,0
golduck,ivysaur,7.403,212,788,0
ivysaur,vaporeon,10.865,877,123,0
caterpie,ivysaur,6.042,0,1000,0
beedrill,ivysaur,3.347,1000,0,0
ivysaur,marowak,5.924,675,325,0
ivysaur,rhyhorn,4.88,940,60,0
gengar,ivysaur,8.365,973,27,0
ivysaur,seadra,5.35,996,4,0
flareon,ivysaur,8.094,1000,0,0
ivysaur,staryu,2.938,1000,0,0
ivysaur,sandshrew,4.817,990,10,0
ivysaur,omanyte,2.992,1000,0,0
horsea,ivysaur,3.241,0,1000,0
butterfree,ivysaur,7.275,1000,0,0
diglett,ivysaur,1.468,0,1000,0
ivysaur,tentacruel,14.395,909,91,0
ekans,ivysaur,7.723,0,1000,0
exeggutor,ivysaur,10.59,1000,0,0
ivysaur,rapidash,7.435,0,1000,0
ivysaur,muk,12.342,0,1000,0
ivysaur,jigglypuff,6.404,954,46,0
ivysaur,tangela,18.348,965,35,0
bellsprout,ivysaur,12.698,64,936,0
ivysaur,onix,3.672,1000,0,0
mr-mime,poliwrath,7.847,89,911,0
omastar,poliwrath,24.025,907,93,0
kadabra,poliwrath,3.869,356,644,0
poliwrath,shellder,6.913,1000,0,0
jolteon,poliwrath,9.827,413,587,0
poliwrath,venomoth,11.165,735,265,0
poliwrath,weepinbell,9.559,783,217,0
goldeen,poliwrath,8.454,0,1000,0
exeggcute,poliwrath,10.011,634,366,0
meowth,poliwrath,4.449,0,1000,0
electrode,poliwrath,11.009,28,972,0
poliwrath,wigglytuff,15.74,372,628,0
kangaskhan,poliwrath,14.804,875,125,0
eevee,poliwrath,7.92,0,1000,0
chansey,poliwrath,5.869,0,1000,0
grimer,poliwrath,10.693,0,1000,0
growlithe,poliwrath,5.834,0,1000,0
kabutops,poliwrath,20.368,861,139,0
krabby,poliwrath,6.493,0,1000,0
charmander,poliwrath,4.171,0,1000,0
farfetchd,poliwrath,7.829,31,969,0
pidgeot,poliwrath,11.976,855,145,0
koffing,poliwrath,7.901,16,984,0
poliwrath,vileplume,6.667,9,991,0
poliwrath,rhydon,11.34,727,273,0
machamp,poliwrath,14.109,780,220,0
cubone,poliwrath,7.751,0,1000,0
arcanine,poliwrath,13.355,39,961,0
articuno,poliwrath,16.719,985,15,0
poliwrath,weedle,3.452,1000,0,0
nidoqueen,poliwrath,16.301,0,1000,0
poliwrath,weezing,12.271,248,752,0
poliwrath,zapdos,5.34,0,1000,0
machop,poliwrath,8.753,0,1000,0
hypno,poliwrath,12.481,791,209,0
poliwhirl,poliwrath,12.68,0,1000,0
poliwrath,zubat,4.429,1000,0,0
clefable,poliwrath,18.195,24,946,30
magnemite,poliwrath,4.572,0,1000,0
golem,poliwrath,8.429,676,324,0
poliwrath,venusaur,7.618,11,989,0
poliwrath,voltorb,5.764,1000,0,0
magikarp,poliwrath,3.182,0,1000,0
machoke,poliwrath,13.582,186,814,0
pikachu,poliwrath,4.309,1,999,0
lickitung,poliwrath,16.869,0,1000,0
gyarados,poliwrath,20.103,408,592,0
persian,poliwrath,10.793,10,990,0
oddish,poliwrath,6.693,488,512,0
pidgey,poliwrath,4.676,0,1000,0
pinsir,poliwrath,13.879,515,485,0
poliwrath,raticate,9.298,1000,0,0
dewgong,poliwrath,20.417,122,878,0
nidorina,poliwrath,11.501,0,1000,0
poliwrath,psyduck,8.025,1000,0,0
bulbasaur,poliwrath,7.313,141,859,0
ninetales,poliwrath,12.145,0,1000,0
lapras,poliwrath,23.302,844,156,0
haunter,poliwrath,14.452,810,190,0
charmeleon,poliwrath,7.773,0,1000,0
blastoise,poliwrath,22.237,392,608,0
mew,poliwrath,10.159,999,1,0
poliwrath,slowbro,10.825,0,1000,0
poliwrath,tauros,14.365,360,640,0
graveler,poliwrath,7.144,233,767,0
poliwrath,seel,11.361,1000,0,0
dragonite,poliwrath,17.879,835,165,0
kabuto,poliwrath,10.876,5,995,0
poliwrath,raichu,8.597,662,338,0
mewtwo,poliwrath,5.49,1000,0,0
poliwag,poliwrath,5.419,0,1000,0
poliwrath,snorlax,9.662,0,1000,0
dugtrio,poliwrath,4.45,0,1000,0
nidoking,poliwrath,12.126,19,981,0
dodrio,poliwrath,9.105,504,496,0
gastly,poliwrath,11.626,381,619,0
kingler,poliwrath,14.415,299,701,0
poliwrath,vulpix,3.992,1000,0,0
poliwrath,victreebel,11.345,213,787,0
poliwrath,slowpoke,16.387,839,161,0
